pokedex_number,name,primary_type,secondary_type,total,average,hp,attack,defense,sp_atk,sp_def,speed,generation,legendary,catch_rate,egg_group_1,egg_group_2,proportion_of_grass_moves,proportion_of_fire_moves,proportion_of_water_moves,proportion_of_bug_moves,proportion_of_normal_moves,proportion_of_dark_moves,proportion_of_poison_moves,proportion_of_electric_moves,proportion_of_ground_moves,proportion_of_ice_moves,proportion_of_fairy_moves,proportion_of_steel_moves,proportion_of_fighting_moves,proportion_of_psychic_moves,proportion_of_rock_moves,proportion_of_ghost_moves,proportion_of_dragon_moves,proportion_of_flying_moves,sum_moves
622,Golett,Ground,Ghost,303,50.5,59,74,50,35,50,35,5,False,190,Mineral,,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,18.75,0.0,0.0,12.5,12.5,0.0,0.0,37.5,0.0,0.0,16.0
623,Golurk,Ground,Ghost,483,80.5,89,124,80,55,80,55,5,False,90,Mineral,,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,22.22,0.0,0.0,11.11,16.67,0.0,0.0,33.33,0.0,0.0,18.0
624,Pawniard,Dark,Steel,340,56.67,45,85,70,40,40,60,5,False,120,Human-Like,,0.0,0.0,0.0,6.67,46.67,20.0,0.0,0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,15.0
625,Bisharp,Dark,Steel,490,81.67,65,125,100,60,70,70,5,False,45,Human-Like,,0.0,0.0,0.0,6.25,43.75,18.75,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,16.0
626,Bouffalant,Normal,,490,81.67,95,110,95,40,95,55,5,False,45,Field,,0.0,0.0,0.0,7.69,69.23,7.69,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,13.0
627,Rufflet,Normal,Flying,350,58.33,70,83,50,37,50,60,5,False,190,Flying,,0.0,0.0,0.0,0.0,42.86,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,14.0
628,Braviary,Normal,Flying,510,85.0,100,123,75,57,75,80,5,False,60,Flying,,0.0,0.0,0.0,0.0,37.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,50.0,16.0
628,Braviary Hisuian Braviary,Psychic,Flying,510,85.0,110,83,70,112,70,65,8,False,60,Flying,,0.0,6.67,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,13.33,20.0,6.67,13.33,0.0,6.67,15.0
629,Vullaby,Dark,Flying,370,61.67,70,55,75,45,65,60,5,False,190,Flying,,0.0,0.0,0.0,0.0,21.43,28.57,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,42.86,14.0
630,Mandibuzz,Dark,Flying,510,85.0,110,65,105,55,95,80,5,False,60,Flying,,0.0,0.0,0.0,0.0,17.65,23.53,5.88,0.0,5.88,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,41.18,17.0
631,Heatmor,Fire,,484,80.67,85,97,66,105,66,65,5,False,90,Field,,0.0,31.25,0.0,6.25,43.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,16.0
632,Durant,Bug,Steel,484,80.67,58,109,112,48,48,109,5,False,90,Bug,,0.0,0.0,0.0,18.75,18.75,18.75,0.0,0.0,12.5,0.0,0.0,25.0,0.0,6.25,0.0,0.0,0.0,0.0,16.0
633,Deino,Dark,Dragon,300,50.0,52,65,50,45,50,38,5,False,45,Dragon,,0.0,0.0,0.0,0.0,52.94,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,0.0,17.0
634,Zweilous,Dark,Dragon,420,70.0,72,85,70,65,70,58,5,False,45,Dragon,,0.0,0.0,0.0,0.0,55.56,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,18.0
635,Hydreigon,Dark,Dragon,600,100.0,92,105,90,125,90,98,5,False,45,Dragon,,0.0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
636,Larvesta,Bug,Fire,360,60.0,55,85,55,50,55,60,5,False,45,Bug,,0.0,30.77,0.0,38.46,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,13.0
637,Volcarona,Bug,Fire,550,91.67,85,60,65,135,105,100,5,False,15,Bug,,0.0,36.36,0.0,31.82,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,9.09,22.0
638,Cobalion,Steel,Fighting,580,96.67,91,90,129,90,72,108,5,True,3,,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,28.57,0.0,0.0,0.0,0.0,0.0,14.0
639,Terrakion,Rock,Fighting,580,96.67,91,129,90,72,90,108,5,True,3,,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,21.43,0.0,0.0,0.0,14.0
640,Virizion,Grass,Fighting,580,96.67,91,90,72,90,129,108,5,True,3,,,21.43,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,14.0
641,Tornadus Incarnate Forme,Flying,,580,96.67,79,115,70,125,80,111,5,True,3,,,0.0,0.0,6.25,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,12.5,0.0,6.25,0.0,31.25,16.0
642,Thundurus Incarnate Forme,Electric,Flying,580,96.67,79,115,70,125,80,111,5,True,3,,,0.0,0.0,6.25,0.0,25.0,12.5,0.0,37.5,0.0,0.0,0.0,0.0,6.25,6.25,0.0,6.25,0.0,0.0,16.0
643,Reshiram,Dragon,Fire,680,113.33,100,120,100,150,120,90,5,True,3,,,0.0,33.33,0.0,0.0,20.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,6.67,0.0,20.0,0.0,15.0
644,Zekrom,Dragon,Electric,680,113.33,100,150,120,120,100,90,5,True,3,,,0.0,0.0,0.0,0.0,20.0,6.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,13.33,6.67,0.0,20.0,0.0,15.0
645,Landorus Incarnate Forme,Ground,Flying,600,100.0,89,125,90,115,80,101,5,True,3,,,0.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,29.41,0.0,0.0,0.0,5.88,11.76,29.41,0.0,5.88,0.0,17.0
646,Kyurem,Dragon,Ice,660,110.0,125,130,90,130,90,95,5,True,3,,,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,6.67,6.67,0.0,20.0,0.0,15.0
647,Keldeo Ordinary Form,Water,Fighting,580,96.67,91,72,90,129,90,108,5,True,3,,,0.0,0.0,26.67,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,15.0
648,Meloetta Aria Forme,Normal,Psychic,600,100.0,100,77,77,128,128,90,5,True,3,,,0.0,0.0,0.0,6.67,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,26.67,0.0,0.0,0.0,6.67,15.0
648,Meloetta Pirouette Forme,Normal,Fighting,600,100.0,100,128,90,77,77,128,5,True,3,,,0.0,0.0,0.0,6.67,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,26.67,0.0,0.0,0.0,6.67,15.0
649,Genesect,Bug,Steel,600,100.0,71,120,95,120,95,99,5,True,3,,,0.0,6.67,0.0,26.67,40.0,0.0,0.0,13.33,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,15.0
650,Chespin,Grass,,313,52.17,56,61,65,48,45,38,6,False,45,Field,,30.77,0.0,0.0,7.69,30.77,7.69,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,13.0
651,Quilladin,Grass,,405,67.5,61,78,95,56,58,57,6,False,45,Field,,35.71,0.0,0.0,7.14,28.57,7.14,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,14.0
652,Chesnaught,Grass,Fighting,530,88.33,88,107,122,74,75,64,6,False,45,Field,,30.0,0.0,0.0,5.0,40.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,20.0
653,Fennekin,Fire,,307,51.17,40,45,40,62,60,60,6,False,45,Field,,0.0,43.75,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,16.0
654,Braixen,Fire,,409,68.17,59,59,58,90,70,73,6,False,45,Field,,0.0,43.75,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,16.0
655,Delphox,Fire,Psychic,534,89.0,75,69,72,114,100,104,6,False,45,Field,,0.0,38.1,0.0,0.0,19.05,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,4.76,0.0,0.0,21.0
656,Froakie,Water,,314,52.33,41,56,40,62,44,71,6,False,45,Water 1,,0.0,0.0,21.43,0.0,50.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,7.14,14.0
657,Frogadier,Water,,405,67.5,54,63,52,83,56,97,6,False,45,Water 1,,0.0,0.0,21.43,0.0,50.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,7.14,14.0
658,Greninja,Water,Dark,530,88.33,72,95,67,103,71,122,6,False,45,Water 1,,0.0,0.0,21.05,0.0,31.58,10.53,0.0,0.0,5.26,5.26,0.0,0.0,5.26,10.53,0.0,10.53,0.0,0.0,19.0
659,Bunnelby,Normal,,237,39.5,38,36,38,32,36,57,6,False,255,Field,,0.0,0.0,0.0,0.0,53.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,6.67,15.0
660,Diggersby,Normal,Ground,423,70.5,85,56,77,50,77,78,6,False,127,Field,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,16.0
661,Fletchling,Normal,Flying,278,46.33,45,50,43,40,38,62,6,False,255,Flying,,0.0,8.33,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,50.0,12.0
662,Fletchinder,Fire,Flying,382,63.67,62,73,55,56,52,84,6,False,120,Flying,,0.0,14.29,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,42.86,14.0
663,Talonflame,Fire,Flying,499,83.17,78,81,71,74,69,126,6,False,45,Flying,,0.0,18.75,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,43.75,16.0
664,Scatterbug,Bug,,200,33.33,38,35,40,27,25,35,6,False,255,Bug,,25.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
665,Spewpa,Bug,,213,35.5,45,22,60,27,30,29,6,False,120,Bug,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
666,Vivillon,Bug,Flying,411,68.5,80,52,50,90,50,89,6,False,45,Bug,,20.0,0.0,0.0,26.67,13.33,0.0,6.67,0.0,0.0,0.0,6.67,0.0,0.0,13.33,0.0,0.0,0.0,13.33,15.0
667,Litleo,Fire,Normal,369,61.5,62,50,58,73,54,72,6,False,220,Field,,0.0,33.33,0.0,0.0,60.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
668,Pyroar,Fire,Normal,507,84.5,86,68,72,109,66,106,6,False,65,Field,,0.0,31.25,0.0,0.0,62.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
669,Flabebe,Fairy,,303,50.5,44,38,39,61,79,42,6,False,225,Fairy,,57.14,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
670,Floette,Fairy,,371,61.83,54,45,47,75,98,52,6,False,120,Fairy,,57.14,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
671,Florges,Fairy,,552,92.0,78,65,68,112,154,75,6,False,45,Fairy,,50.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
672,Skiddo,Grass,,350,58.33,66,65,48,62,57,52,6,False,200,Field,,50.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,16.0
673,Gogoat,Grass,,531,88.5,123,100,62,97,81,68,6,False,45,Field,,44.44,0.0,0.0,0.0,33.33,0.0,0.0,0.0,11.11,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,5.56,18.0
674,Pancham,Fighting,,348,58.0,67,82,62,46,48,43,6,False,220,Field,Human-Like,0.0,0.0,0.0,0.0,46.15,23.08,0.0,0.0,0.0,0.0,0.0,0.0,30.77,0.0,0.0,0.0,0.0,0.0,13.0
675,Pangoro,Fighting,Dark,495,82.5,95,124,78,69,71,58,6,False,65,Field,Human-Like,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,6.25,31.25,0.0,0.0,0.0,0.0,0.0,16.0
676,Furfrou,Normal,,472,78.67,75,80,60,65,90,102,6,False,160,Field,,7.69,0.0,0.0,0.0,53.85,15.38,0.0,0.0,7.69,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
677,Espurr,Psychic,,355,59.17,62,48,54,63,60,68,6,False,190,Field,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,10.0
678,Meowstic Male,Psychic,,466,77.67,74,48,76,83,81,104,6,False,75,Field,,0.0,0.0,0.0,0.0,31.58,5.26,0.0,0.0,0.0,0.0,15.79,0.0,5.26,42.11,0.0,0.0,0.0,0.0,19.0
679,Honedge,Steel,Ghost,325,54.17,45,80,100,35,37,28,6,False,180,Mineral,,0.0,0.0,0.0,7.14,28.57,7.14,0.0,0.0,0.0,0.0,0.0,28.57,7.14,7.14,0.0,7.14,0.0,7.14,14.0
680,Doublade,Steel,Ghost,448,74.67,59,110,150,45,49,35,6,False,90,Mineral,,0.0,0.0,0.0,7.14,28.57,7.14,0.0,0.0,0.0,0.0,0.0,28.57,7.14,7.14,0.0,7.14,0.0,7.14,14.0
681,Aegislash Blade Forme,Steel,Ghost,500,83.33,60,140,50,140,50,60,6,False,45,Mineral,,0.0,0.0,0.0,6.25,25.0,6.25,0.0,0.0,0.0,0.0,0.0,31.25,6.25,6.25,6.25,6.25,0.0,6.25,16.0
682,Spritzee,Fairy,,341,56.83,78,52,60,63,65,23,6,False,200,Fairy,,7.14,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,21.43,0.0,0.0,0.0,0.0,14.0
683,Aromatisse,Fairy,,462,77.0,101,72,72,99,89,29,6,False,140,Fairy,,5.56,0.0,0.0,0.0,27.78,0.0,0.0,0.0,0.0,0.0,44.44,0.0,0.0,22.22,0.0,0.0,0.0,0.0,18.0
684,Swirlix,Fairy,,341,56.83,62,48,66,59,57,49,6,False,200,Fairy,,26.67,0.0,0.0,6.67,40.0,6.67,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
685,Slurpuff,Fairy,,480,80.0,82,80,86,85,75,72,6,False,140,Fairy,,25.0,0.0,0.0,12.5,37.5,6.25,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
686,Inkay,Dark,Psychic,288,48.0,53,54,53,37,46,45,6,False,190,Water 1,Water 2,0.0,0.0,0.0,0.0,26.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,6.67,20.0,0.0,0.0,0.0,13.33,15.0
687,Malamar,Dark,Psychic,482,80.33,86,92,88,68,75,73,6,False,80,Water 1,Water 2,0.0,0.0,0.0,0.0,25.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,12.5,18.75,0.0,0.0,0.0,12.5,16.0
688,Binacle,Rock,Water,306,51.0,42,52,67,39,56,50,6,False,120,Water 3,,0.0,0.0,23.08,7.69,30.77,7.69,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0,0.0,13.0
689,Barbaracle,Rock,Water,500,83.33,72,105,115,54,86,68,6,False,45,Water 3,,0.0,0.0,20.0,6.67,33.33,6.67,0.0,0.0,6.67,0.0,0.0,0.0,6.67,0.0,20.0,0.0,0.0,0.0,15.0
690,Skrelp,Poison,Water,320,53.33,50,60,60,60,60,30,6,False,225,Water 1,Dragon,0.0,0.0,30.77,0.0,30.77,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,13.0
691,Dragalge,Poison,Dragon,494,82.33,65,75,90,97,123,44,6,False,55,Water 1,Dragon,0.0,0.0,28.57,0.0,28.57,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.0
692,Clauncher,Water,,330,55.0,50,53,62,58,63,44,6,False,225,Water 1,Water 3,0.0,0.0,38.46,0.0,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,13.0
693,Clawitzer,Water,,500,83.33,71,73,88,120,89,59,6,False,55,Water 1,Water 3,0.0,0.0,31.25,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,0.0,6.25,6.25,16.0
694,Helioptile,Electric,Normal,289,48.17,44,38,33,61,43,70,6,False,190,Monster,Dragon,0.0,0.0,0.0,0.0,23.08,0.0,0.0,61.54,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
695,Heliolisk,Electric,Normal,481,80.17,62,55,52,109,94,109,6,False,75,Monster,Dragon,0.0,0.0,0.0,0.0,20.0,0.0,0.0,66.67,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
696,Tyrunt,Rock,Dragon,362,60.33,58,89,77,45,45,48,6,False,45,Monster,Dragon,0.0,0.0,0.0,0.0,42.86,14.29,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,14.29,0.0,14.29,0.0,14.0
697,Tyrantrum,Rock,Dragon,521,86.83,82,121,119,69,59,71,6,False,45,Monster,Dragon,0.0,0.0,0.0,0.0,43.75,12.5,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,18.75,0.0,12.5,0.0,16.0
698,Amaura,Rock,Ice,362,60.33,77,59,50,67,63,46,6,False,45,Monster,,0.0,0.0,0.0,0.0,31.25,0.0,0.0,6.25,0.0,50.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,16.0
699,Aurorus,Rock,Ice,521,86.83,123,77,72,99,92,58,6,False,45,Monster,,0.0,0.0,0.0,0.0,31.25,0.0,0.0,6.25,0.0,50.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,16.0
700,Sylveon,Fairy,,525,87.5,95,65,65,110,130,60,6,False,45,Field,,0.0,0.0,0.0,0.0,56.52,4.35,0.0,0.0,4.35,0.0,26.09,0.0,0.0,8.7,0.0,0.0,0.0,0.0,23.0
701,Hawlucha,Fighting,Flying,500,83.33,78,92,75,74,63,118,6,False,100,Flying,Human-Like,0.0,0.0,0.0,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,37.5,16.0
702,Dedenne,Electric,Fairy,431,71.83,67,58,57,81,67,101,6,False,180,Field,Fairy,0.0,0.0,0.0,0.0,33.33,0.0,0.0,46.67,0.0,0.0,13.33,0.0,0.0,6.67,0.0,0.0,0.0,0.0,15.0
703,Carbink,Rock,Fairy,500,83.33,50,50,150,50,150,50,6,False,60,Fairy,Mineral,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,21.43,50.0,0.0,0.0,0.0,14.0
704,Goomy,Dragon,,300,50.0,45,50,35,55,75,40,6,False,45,Dragon,,8.33,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,16.67,0.0,12.0
705,Sliggoo,Dragon,,452,75.33,68,75,53,83,113,60,6,False,45,Dragon,,7.69,0.0,30.77,0.0,30.77,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,15.38,0.0,13.0
705,Sliggoo Hisuian Sliggoo,Dragon,Steel,452,75.33,58,75,83,83,113,40,8,False,45,Dragon,,0.0,0.0,9.09,0.0,0.0,0.0,9.09,9.09,0.0,9.09,0.0,27.27,0.0,9.09,9.09,0.0,18.18,0.0,11.0
706,Goodra,Dragon,,600,100.0,90,100,70,110,150,80,6,False,45,Dragon,,11.11,0.0,27.78,0.0,33.33,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,11.11,0.0,18.0
706,Goodra Hisuian Goodra,Dragon,Steel,600,100.0,80,100,100,110,150,60,8,False,45,Dragon,,0.0,11.11,5.56,0.0,11.11,0.0,5.56,11.11,5.56,5.56,0.0,16.67,5.56,5.56,5.56,0.0,11.11,0.0,18.0
707,Klefki,Steel,Fairy,470,78.33,57,80,91,80,87,75,6,False,75,Mineral,,0.0,0.0,0.0,0.0,20.0,13.33,0.0,0.0,0.0,0.0,33.33,13.33,0.0,13.33,0.0,6.67,0.0,0.0,15.0
708,Phantump,Ghost,Grass,309,51.5,43,70,48,50,60,38,6,False,120,Grass,Amorphous,40.0,6.67,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,15.0
709,Trevenant,Ghost,Grass,474,79.0,85,110,76,65,82,56,6,False,60,Grass,Amorphous,37.5,6.25,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,0.0,16.0
710,Pumpkaboo Average Size,Ghost,Grass,335,55.83,49,66,70,44,55,51,6,False,120,Amorphous,,38.46,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,38.46,0.0,0.0,13.0
711,Gourgeist Average Size,Ghost,Grass,494,82.33,65,90,122,58,75,84,6,False,60,Amorphous,,31.25,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,37.5,0.0,0.0,16.0
712,Bergmite,Ice,,304,50.67,55,69,85,32,35,28,6,False,190,Monster,Mineral,0.0,0.0,0.0,0.0,43.75,12.5,0.0,0.0,0.0,31.25,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,16.0
713,Avalugg,Ice,,514,85.67,95,117,184,44,46,28,6,False,55,Monster,Mineral,0.0,0.0,0.0,0.0,47.37,10.53,0.0,0.0,0.0,26.32,0.0,5.26,0.0,0.0,5.26,5.26,0.0,0.0,19.0
713,Avalugg Hisuian Avalugg,Ice,Rock,514,85.67,95,127,184,34,36,38,8,False,55,Monster,Mineral,0.0,0.0,5.56,0.0,16.67,0.0,0.0,0.0,16.67,22.22,0.0,11.11,5.56,5.56,16.67,0.0,0.0,0.0,18.0
714,Noibat,Flying,Dragon,245,40.83,40,30,35,45,40,55,6,False,190,Flying,Dragon,6.67,0.0,0.0,0.0,40.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.67,15.0
715,Noivern,Flying,Dragon,535,89.17,85,70,80,97,80,123,6,False,45,Flying,Dragon,5.56,0.0,0.0,0.0,38.89,5.56,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,5.56,38.89,18.0
716,Xerneas,Fairy,,680,113.33,126,131,95,131,98,99,6,True,45,,,15.79,0.0,0.0,5.26,26.32,5.26,0.0,0.0,0.0,5.26,15.79,0.0,5.26,15.79,0.0,0.0,5.26,0.0,19.0
717,Yveltal,Dark,Flying,680,113.33,126,131,95,131,98,99,6,True,45,,,0.0,0.0,0.0,0.0,15.79,26.32,0.0,0.0,0.0,0.0,0.0,0.0,5.26,5.26,0.0,5.26,5.26,36.84,19.0
718,Zygarde 50% Forme,Dragon,Ground,600,100.0,108,100,121,81,95,95,6,True,3,,,0.0,0.0,0.0,0.0,16.67,11.11,5.56,0.0,33.33,5.56,0.0,0.0,0.0,0.0,5.56,0.0,22.22,0.0,18.0
719,Diancie,Rock,Fairy,600,100.0,50,100,150,100,150,50,6,True,3,,,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,20.0,53.33,0.0,0.0,0.0,15.0
720,Hoopa Hoopa Confined,Psychic,Ghost,600,100.0,80,110,60,150,130,70,6,True,3,,,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68,0.0,21.05,0.0,0.0,19.0
720,Hoopa Hoopa Unbound,Psychic,Dark,680,113.33,80,160,60,170,130,80,6,True,3,,,0.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.59,0.0,11.76,0.0,0.0,17.0
721,Volcanion,Fire,Water,600,100.0,80,110,120,130,90,70,6,True,3,,,0.0,27.78,27.78,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
722,Rowlet,Grass,Flying,320,53.33,68,55,55,50,50,42,7,False,45,Flying,,28.57,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,28.57,14.0
723,Dartrix,Grass,Flying,420,70.0,78,75,75,70,70,52,7,False,45,Flying,,28.57,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,28.57,14.0
724,Decidueye,Grass,Ghost,530,88.33,78,107,75,100,100,70,7,False,45,Flying,,26.32,0.0,0.0,5.26,10.53,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.32,0.0,21.05,19.0
724,Decidueye Hisuian Decidueye,Grass,Fighting,530,88.33,88,112,80,95,95,60,8,False,45,Flying,,14.29,0.0,0.0,0.0,35.71,0.0,0.0,0.0,7.14,0.0,0.0,0.0,14.29,14.29,0.0,7.14,0.0,7.14,14.0
725,Litten,Fire,,320,53.33,45,65,40,60,40,70,7,False,45,Field,,0.0,28.57,0.0,0.0,50.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,14.0
726,Torracat,Fire,,420,70.0,65,85,50,80,50,90,7,False,45,Field,,0.0,28.57,0.0,0.0,50.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,14.0
